Time,Entropy
14850,3.16693
14860,3.17591
14870,3.17278
14880,3.17572
14890,3.18118
14900,3.18018
14910,3.18231
14920,3.17617
14930,3.16988
14940,3.15982
14950,3.14884
14960,3.14417
14970,3.1443
14980,3.13925
14990,3.13058
